,index,Unnamed: 0,sentence_id,words,labels
3089,3089,11881,20122,ch ich uy an.,v
3090,3090,14502,22743,mana,adv.
3091,3091,15157,23398,"p inch an,",v
3092,3092,7572,15813,quch ata,s
3093,3093,13978,22219,« puk ú y,s
3094,3094,5243,13475,all qu,s
3095,3095,14588,22829,q' ip ata,s
3096,3096,5426,13662,Sar a,s
3097,3097,13094,21335,urqu,s
3098,3098,419,8611,manch akuy paq mi.,v
3099,3099,9209,17450,k hat at at aptin qa,v
3100,3100,3325,11543,was ita,s
3101,3101,5675,13916,mis k' ip un i.,adj.
3102,3102,13213,21454,p' is tu kun antaq,adv.
3103,3103,15179,23420,ukhupi,adv.
3104,3104,9857,18098,rikch'aq,adj.
3105,3105,2681,10896,pir g asq aku .,v
3106,3106,8771,17012,Mama,s
3107,3107,12033,20274,"rak hur aq mi,",adj.
3108,3108,14752,22993,watapi,s
3109,3109,11325,19566,allp akun apiqa,s
3110,3110,8670,16911,k' uy ur in a.,v
3111,3111,12173,20414,qhaw akuch kaq,v
3112,3112,2748,10963,M ikuy kuna,s
3113,3113,10188,18429,All qu qa,s
3114,3114,1781,9986,Ll añ u,adj.
3115,3115,9694,17935,"ku ruran a,",v
3116,3116,11471,19712,Papa,s
3117,3117,10762,19003,kay,det.
3118,3118,14296,22537,uqa,s
3119,3119,5169,13401,chay ray ku m,adv.
3120,3120,651,8845,p unch aw mi,s
3121,3121,6077,14318,ch' ull pas ap am,adj.
3122,3122,10252,18493,runaqa,s
3123,3123,757,8951,q ap iy kam u way !,v
3124,3124,610,8804,allich asun .,v
3125,3125,1436,9640,K aw s ayta,s
3126,3126,5249,13481,"hap' irq un man,",s
3127,3127,7135,15376,yana,adj.
3128,3128,15407,23648,manam,adv.
3129,3129,11776,20017,musuq,adj.
3130,3130,2391,10600,W ak,adj.
3131,3131,15406,23647,runaqa,s
3132,3132,8917,17158,Lim akam aqa,s
3133,3133,8702,16943,llaqtaman,s
3134,3134,788,8982,us as ap am,adj.
3135,3135,10407,18648,ll u k' iy ku kun ku.,v
3136,3136,7003,15244,J os é pa,s
3137,3137,14721,22962,q' unch a.,s
3138,3138,9446,17687,K is w ar,s
3139,3139,10348,18589,unquy si,s
3140,3140,12699,20940,nin.,v
3141,3141,7128,15369,runaqa,s
3142,3142,3794,12016,T an kay ll um,s
3143,3143,1422,9626,K aw it u qa,s
3144,3144,329,8519,mas kaspa,v
3145,3145,6875,15116,ay ataqa,s
3146,3146,10755,18996,j ul io,s
3147,3147,12621,20862,ñaw is apa,adj.
3148,3148,9186,17427,huk,det.
3149,3149,11019,19260,runaqa,s
3150,3150,4441,12664,Ll um pay,adj.
3151,3151,12853,21094,Pacha,s
3152,3152,12775,21016,y apas pa,adv.
3153,3153,8552,16793,yarq aynin paq,s
3154,3154,3775,11996,Yachay,s
3155,3155,311,8501,S unch u,s
3156,3156,15,25561,payta,pron.
3157,3157,14891,23132,tuta,s
3158,3158,772,8966,ill anqa.,v
3159,3159,13465,21706,chay taq,adv.
3160,3160,11524,19765,w ir a,s
3161,3161,12069,20310,"q'ill ay mant apas,",s
3162,3162,11681,19922,llaqta,s
3163,3163,13669,21910,"hur q uq ku,",v
3164,3164,3013,11229,q ich awan,s
3165,3165,1961,10168,s iw ar a,s
3166,3166,6976,15217,s iw ar atapas,s
3167,3167,14024,22265,puk y u qa,s
3168,3168,769,8963,Ch is in kuy ta,s
3169,3169,12039,20280,as war aq,adv.
3170,3170,13090,21331,chakr akunata,s
3171,3171,1826,10031,Ama,adv.
3172,3172,14379,22620,llamk'aq,s
3173,3173,15348,23589,k' as kach in a.,v
3174,3174,9997,18238,all qu ta,s
3175,3175,12462,20703,tur u pa,s
3176,3176,8646,16887,k' uy k ataqa,s
3177,3177,14064,22305,W aka,s
3178,3178,6324,14565,warm it aq,s
3179,3179,2507,10721,Par iwan atam,s
3180,3180,7225,15466,H an k' unch ik mi,s
3181,3181,3912,12134,t is im,s
3182,3182,12234,20475,yuy aq,adj.
3183,3183,405,8597,rumi ta,s
3184,3184,3875,12097,t ik ay arq usqa.,adj.
3185,3185,11304,19545,atinchu.,v
3186,3186,14388,22629,waq ach ispa,adj.
3187,3187,3691,11912,T aw n ahina,s
3188,3188,68,8254,tu kur quch kan ñ a.,v
3189,3189,12802,21043,pant i,adj.
3190,3190,7855,16096,wak apas,s
3191,3191,3635,11855,rur anku.,v
3192,3192,27,26904,imatapas,pron.
3193,3193,2263,10472,r is aq mi !,v
3194,3194,10184,18425,All qu qa,s
3195,3195,4995,13221,ri kuspa,v
3196,3196,3377,11596,R in ri,s
3197,3197,9007,17248,Hatun,adj.
3198,3198,5401,13637,ap anq ur ay,s
3199,3199,7169,15410,wat asq am !,v
3200,3200,10516,18757,pirq ata,s
3201,3201,4358,12581,Uy wa,s
3202,3202,3054,11270,manam,adv.
3203,3203,7685,15926,¿ Hin aq a?,conj.
3204,3204,6401,14642,kan.,v
3205,3205,12610,20851,yanap ar qu way !,v
3206,3206,9525,17766,aq hat aqa,s
3207,3207,7243,15484,ñ u ñ un ku man,s
3208,3208,2817,11033,Ch ak r anchik qa,s
3209,3209,6858,15099,war mi kunaqa,s
3210,3210,10645,18886,M ach ul aykun apa,s
3211,3211,14385,22626,llaqtayuq,s
3212,3212,9803,18044,w ap si,s
3213,3213,8901,17142,kaws aqkun a.,adj.
3214,3214,12447,20688,huk,det.
3215,3215,5978,14219,um aytam,s
3216,3216,1460,9665,may kam apas,adv.
3217,3217,14511,22752,kach iy uq ta,adj.
3218,3218,8289,16530,Mana,adv.
3219,3219,13907,22148,T un as,s
3220,3220,3836,12058,tar pun .,v
3221,3221,2459,10671,Llaqt aypi,s
3222,3222,15500,23741,qh uy apiqa,s
3223,3223,1973,10180,kay,adj.
3224,3224,3698,11919,s unq un ta,s
3225,3225,2475,10687,kuch um us unch ik .,v
3226,3226,5888,14129,runakunaqa,s
3227,3227,6567,14808,runaqa,s
3228,3228,13755,21996,t unt atapas,s
3229,3229,8467,16708,ap akuna.,v
3230,3230,1042,9236,Hanaq,adv. lugar
3231,3231,10317,18558,siq' irq us pay ki,v
3232,3232,6916,15157,ap iy an.,v
3233,3233,724,8918,Qull q i,s
3234,3234,10414,18655,H aw aq ' ull aypa,s
3235,3235,11202,19443,t' ant ay k ir ay ku.,s
3236,3236,5915,14156,Ñ u ñ uq,adj.
3237,3237,9019,17260,Run apas,s
3238,3238,35,28141,ñuq apa,pron.
3239,3239,3523,11743,s ach aqa,s
3240,3240,10361,18602,War ari,s
3241,3241,2226,10435,M uy u kunata,s
3242,3242,8782,17023,del,prep
3243,3243,12931,21172,ch uch aw,s
3244,3244,13763,22004,siq i pi .,s
3245,3245,14790,23031,manataq,adv.
3246,3246,13310,21551,t' ant ata,s
3247,3247,11477,19718,chakr ayuq pas,s
3248,3248,4909,13133,I l aq t akun api.,s
3249,3249,14742,22983,urqu kunapi,s
3250,3250,11502,19743,qhat us aq.,v
3251,3251,6682,14923,kich an man s i.,v
3252,3252,751,8945,rimay sap am.,adj.
3253,3253,930,9124,"pach achin a,",v
3254,3254,14390,22631,P' is aq,s
3255,3255,11592,19833,p'unchaw,s
3256,3256,13510,21751,han aq pi,adv.
3257,3257,14562,22803,Chayqa,adv.
3258,3258,117,8303,W ak,det.
3259,3259,13578,21819,sapa,adj.
3260,3260,15163,23404,ukhupi,adv.
3261,3261,5632,13873,allin,adj.
3262,3262,2899,11115,Mana,adv.
3263,3263,1495,9700,Wak ayki qa,s
3264,3264,11176,19417,may ll akun anchik.,v
3265,3265,2282,10491,Ñ aw inchik ta,s
3266,3266,2662,10877,apay !,v
3267,3267,13093,21334,in k akunaqa,s
3268,3268,9991,18232,W ik ' u ñ aqa,s
3269,3269,4897,13121,yup ay !,v
3270,3270,3521,11741,Sap in,s
3271,3271,1921,10127,I l uq sim uch kan ñ a.,v
3272,3272,7105,10994,ñuq aqa,pron.
3273,3273,2392,10601,pamp api,s
3274,3274,5696,13937,chaq ay,pron.demostrativo
3275,3275,6218,14459,runaman,s
3276,3276,10432,18673,I r q ikun aqa,s
3277,3277,10832,19073,mikhun atapas,s
3278,3278,12547,20788,ñawpaq,adj.
3279,3279,12357,20598,k' ach ay,v
3280,3280,4203,12426,puñ uch kan.,v
3281,3281,1139,9333,H um int ata,s
3282,3282,13796,22037,r ap ray uq,adj.
3283,3283,2532,10747,tawa,num
3284,3284,14604,22845,kun antaq,adv.
3285,3285,2278,10487,rin aykichik paq,v
3286,3286,12131,20372,m ik hu s p aqa,v
3287,3287,7634,15875,chaymantataq,conj.
3288,3288,12797,21038,huk,adj.
3289,3289,1146,9340,kus t al man,s
3290,3290,12270,20511,nun anchik si,s
3291,3291,14882,23123,h ap t' ayta,s
3292,3292,4904,13128,yup ay chan ku,v
3293,3293,3551,11771,S ay w ach all á y,s
3294,3294,9685,17926,as n uch a,s
3295,3295,12632,20873,ñaw is apa,adj.
3296,3296,8061,16302,iñ in i.,v
3297,3297,781,8975,ch it qay !,v
3298,3298,5774,14015,Ap uman,s
3299,3299,1660,9865,hu m int apaq.,s
3300,3300,9977,18218,runaqa,s
3301,3301,9519,14507,Ima,pron.
3302,3302,2628,10843,Q ayn a,s
3303,3303,6316,14557,w ik ' u ñ aqa,s
3304,3304,660,8854,p uy ñ u,s
3305,3305,14120,22361,rur ukun aqa,s
3306,3306,8747,16988,mam ataqa,s
3307,3307,9219,17460,uqa,s
3308,3308,8594,16835,ch'aki,adj.
3309,3309,3369,11588,tayta,s
3310,3310,14125,22366,par amantapas,adv.
3311,3311,1592,9797,¡ Am aw tapas,s
3312,3312,568,8762,y ant asun .,v
3313,3313,13125,21366,Kay,adj.
3314,3314,7965,16206,"tiyan,",v
3315,3315,9955,18196,q ap arin .,v
3316,3316,2399,10608,S aq iw asq ay kit aqa,s
3317,3317,416,8608,munan.,v
3318,3318,11682,19923,war mi kunaqa,s
3319,3319,4178,12401,U qu,adj.
3320,3320,5277,13509,Hatun,adj.
3321,3321,4243,12466,us usq ayta,s
3322,3322,9182,17423,puq uy kun .,v
3323,3323,5108,13336,aq ha,s
3324,3324,3015,11231,Q ich inch a,s
3325,3325,211,8398,An ch aq,s
3326,3326,8014,16255,"p inchik ill an,",v
3327,3327,5017,13243,ray m ip aq qa,v
3328,3328,8276,16517,p'unchaw kunapi,s
3329,3329,13042,21283,ll im p' iy uq :,adj.
3330,3330,1631,9836,am am,adv.
3331,3331,13509,21750,hina,adv.
3332,3332,7778,16019,"pich qa,",s
3333,3333,313,8503,ll um pay,det.
3334,3334,14608,22849,pant aspa,adj.
3335,3335,14359,22600,llamk'aq,s
3336,3336,14446,22687,k' am ikun.,v
3337,3337,6889,15130,un uman,s
3338,3338,11959,20200,may mant aq,pron.interrog.
3339,3339,3152,11368,karqa.,v
3340,3340,6254,14495,nan ay pas,s
3341,3341,8109,16350,par ach aqa,s
3342,3342,13528,21769,p'unchaw puni,s
3343,3343,5304,13536,anch at apuni,adv.
3344,3344,7421,15662,t' im puch isp am,v
3345,3345,11680,19921,Ch inch ir u,s
3346,3346,7955,16196,mat ' inta,s
3347,3347,8785,17026,tayt anchik si,s
3348,3348,11106,19347,pap ataqa,s
3349,3349,2432,10644,mak in mi,s
3350,3350,12745,20986,nin,v
3351,3351,2922,11138,Q as aman,s
3352,3352,13,24691,Paykunaqa,pron.
3353,3353,8651,16892,W ik sa,s
3354,3354,8332,16573,q' ay tu manta,s
3355,3355,3643,11863,rant ikun anpaq,v
3356,3356,6869,15110,qhaw an.,v
3357,3357,3348,11567,P aq ar im usqan rayku,s
3358,3358,3688,11909,s um aq chay,v
3359,3359,9133,14195,chayta,pron.
3360,3360,5384,13620,saq ip unku.,v
3361,3361,550,8744,ch it ay wan,s
3362,3362,2467,10679,pach aykita,s
3363,3363,10855,19096,ll aw ita,s
3364,3364,12518,20759,"pacha,",s
3365,3365,1273,9470,allin mi.,adj.
3366,3366,7810,16051,nispa,v
3367,3367,14068,22309,t us uq,s
3368,3368,13338,21579,P uch kan apaqqa,s
3369,3369,13028,21269,un uqa,s
3370,3370,13024,21265,kaq taq,adv.
3371,3371,1684,9889,kas p apas,v
3372,3372,5854,14095,¡ Im atataq,pron.interrog.
3373,3373,3747,11968,m inch a,adv.
3374,3374,3233,11450,waq t aku r q un.,v
3375,3375,4842,13066,pus an apaq !,v
3376,3376,13858,22099,waw aman,s
3377,3377,12230,20471,tar uk apas,s
3378,3378,4076,12299,yachan mi.,v
3379,3379,11867,20108,qhaw aspa,v
3380,3380,6732,14973,Wak ayqa,s
3381,3381,4829,13053,Yach asqan chik,s
3382,3382,12412,20653,p' uch quy arq un mi.,v
3383,3383,9369,17610,uyw akuna,s
3384,3384,10622,18863,kan mi:,v
3385,3385,12107,20348,"kach iy uq ta,",s
3386,3386,8225,16466,it h apas,s
3387,3387,14202,22443,way r ata,s
3388,3388,1774,9979,tayt ay,s
3389,3389,7777,16018,"taw a,",s
3390,3390,13666,21907,tak aspa,adj.
3391,3391,6892,15133,ch' u ñ ut aq,s
3392,3392,14932,23173,tuta,s
3393,3393,2149,10356,up yana,v
3394,3394,583,8777,sar apa,s
3395,3395,6871,15112,ñawpa,adv.
3396,3396,12756,18004,chayqa,pron.
3397,3397,14234,22475,allin ña,adv.
3398,3398,7419,15660,uch pa,s
3399,3399,13298,21539,puk y u manta,s
3400,3400,10394,18635,"ll uch k' a,",adj.
3401,3401,12608,20849,¡ Ch ak ra,s
3402,3402,4001,12224,t us p anqa,s
3403,3403,14516,22757,m ut ' i »,s
3404,3404,5158,13389,"mir ach ip uw anchik,",adj.
3405,3405,8188,16429,"th iq tin ku,",v
3406,3406,4620,12843,mill wanqa,s
3407,3407,734,8928,y un k apim,s
3408,3408,2371,10580,W añ un an paq mi,v
3409,3409,786,8980,kasqa.,v
3410,3410,4248,12471,us usq ayta,s
3411,3411,11831,20072,All qu qa,s
3412,3412,4813,13037,Y anqa,adj.
3413,3413,14018,18163,ñ u qan chik qa,pron.
3414,3414,11401,19642,chin at awan,s
3415,3415,14996,23237,Qar p asqa,adj.
3416,3416,3002,11218,qay tuta,s
3417,3417,5038,13264,tu pach isq awan,v
3418,3418,7617,15858,m all iy kuch kaspa,v
3419,3419,11602,19843,m uk ispa,v
3420,3420,6189,14430,mikhun mi.,v
3421,3421,11095,19336,si p' u,adj.
3422,3422,8091,16332,inti,s
3423,3423,10281,18522,C ur ahu ata,s
3424,3424,3120,11336,q ip inta,s
3425,3425,10744,18985,yuy arin ku.,v
3426,3426,5326,13560,anch ich kan kir i ?,v
3427,3427,7554,15795,maq t' akuna,s
3428,3428,14645,22886,P is quch akunaqa,s
3429,3429,8029,16270,pacha,s
3430,3430,10948,19189,ham piqa,s
3431,3431,11460,19701,"kanku,",v
3432,3432,3734,11955,sut in chay .,v
3433,3433,1991,10198,man k apim,s
3434,3434,3034,11250,q í ch up tin chik qa,v
3435,3435,9042,17283,kawsay chu.,s
3436,3436,10081,18322,k'ir ich akuna,s
3437,3437,8187,16428,q hu ch par ich ispa,v
3438,3438,12472,20713,Julio,s
3439,3439,249,8437,amach akun.,v
3440,3440,13192,21433,p aya,s
3441,3441,11499,19740,allin,adj.
3442,3442,2827,11043,wach an an paq qa,v
3443,3443,5403,13639,"mikhun ku,",v
3444,3444,8282,16523,allich aspa.,v
3445,3445,102,8288,ak an achu.,v
3446,3446,1419,9623,Q al all apim,adj.
3447,3447,14865,23106,h am k' asp aqa,adj.
3448,3448,9845,18086,w anq uy ru pa,s
3449,3449,13678,21919,p hu s pur uta,s
3450,3450,12551,20792,qhipa,adj.
3451,3451,13833,22074,mill w amanta,s
3452,3452,4972,13198,ach al anku.,v
3453,3453,4498,12721,¡ Was api,s
3454,3454,4067,12290,mis i,s
3455,3455,9967,18208,« qillqasqa,adj.
3456,3456,346,8537,aran wata,s
3457,3457,14496,22737,L at akun ka,s
3458,3458,4157,12380,Hatun,adj.
3459,3459,8262,16503,K' all amp ataqa,s
3460,3460,7509,15750,all ayta,s
3461,3461,12543,20784,Pach aqa,s
3462,3462,12820,21061,R u k' i,adj.
3463,3463,6972,15213,huk,det.
3464,3464,15446,23687,hap' iw aptin chik qa,v
3465,3465,9228,17469,« nina,s
3466,3466,4505,12728,rur anku.,v
3467,3467,14193,22434,tukuy,adj.
3468,3468,9459,17700,mis k' ill añ a.,adj.
3469,3469,14840,23081,K ap h iy,s
3470,3470,5411,13647,par an an paq mi,v
3471,3471,9850,18091,um a »,s
3472,3472,14992,23233,"wat akuna,",v
3473,3473,1131,9325,hin ay !,v
3474,3474,15347,23588,p api l ch awan,s
3475,3475,15301,23542,J un io,s
3476,3476,1612,9817,puq uch is un.,v
3477,3477,15429,23670,sut inqa,s
3478,3478,6667,14908,ch hu ll unku,v
3479,3479,9211,17452,k isa,s
3480,3480,8698,16939,man san ata,s
3481,3481,14444,22685,nis p am,v
3482,3482,10510,18751,ll im p' isp aqa,v
3483,3483,14437,22678,chayam un.,v
3484,3484,4834,13058,as pi y,v
3485,3485,13512,21753,ch ir iy asp ataq,adv.
3486,3486,6809,15050,k' ut u pa,s
3487,3487,5129,13359,as pi q mi,v
3488,3488,7687,15928,kun kan mant as,s
3489,3489,6432,14673,haywar ip u wan.,v
3490,3490,10068,18309,allin .,adj.
3491,3491,7207,15448,"tiy anchik,",v
3492,3492,11848,20089,muy apiqa,s
3493,3493,43,29743,chay kunaqa,pron.
3494,3494,3945,12168,Runa,s
3495,3495,12719,20960,mas int in,adj.
3496,3496,12326,20567,p' ak ir qu kus qa.,v
3497,3497,6145,14386,killapi,s
3498,3498,7455,15696,un uqa,s
3499,3499,2767,10982,wasin man,s
3500,3500,5430,13666,U s us iy ki qa,s
3501,3501,10678,18919,qhat us p aqa,v
3502,3502,4614,12837,w ik s an,s
3503,3503,14672,22913,w ir all aña,adv.
3504,3504,14817,23058,wata,s
3505,3505,3373,11592,riman akuy mi,v
3506,3506,1030,9224,Wasi,s
3507,3507,5137,13367,ap arq am uy .,v
3508,3508,2915,11131,All in nin,adj.
3509,3509,5901,14142,ch' aw ar,s
3510,3510,6750,14991,ach ka,adj.
3511,3511,13084,21325,q' ay tu wan,s
3512,3512,1609,9814,yachach isq ayki .,v
3513,3513,10291,18532,waw akunaqa,s
3514,3514,5757,13998,k' is pi ñuqa,s
3515,3515,6087,14328,rin r inchik tapas,s
3516,3516,3960,12183,al ay mus ka,s
3517,3517,1341,9541,al w ir h as,s
3518,3518,920,9114,"pach achin a,",v
3519,3519,8955,17196,ñan kunata,s
3520,3520,8511,16752,k' am isqa,adj.
3521,3521,7595,15836,way k' u kus p aqa,v
3522,3522,14890,23131,huk,adj.
3523,3523,14281,22522,runaqa,s
3524,3524,7176,15417,Wat amanta,adv.
3525,3525,9418,17659,"ku chun apaq,",v
3526,3526,10893,19134,w is ll ach akunat apas.,s
3527,3527,7849,16090,y aykun man ñ achu.,v
3528,3528,3733,11954,Llaqt aykita,s
3529,3529,6650,14891,q as an ;,v
3530,3530,5165,13397,purich ip uw anchik ;,v
3531,3531,7416,15657,haw ch' atapas,s
3532,3532,10665,18906,puq u kunata,s
3533,3533,10577,18818,q' i pi ch anku.,v
3534,3534,6598,14839,W aka,s
3535,3535,11292,19533,as iku p tin chik qa,v
3536,3536,7727,15968,P aya,adj.
3537,3537,1573,9778,kan kan apaq,v
3538,3538,13195,21436,pap ata,s
3539,3539,683,8877,qar ant u.,v
3540,3540,15514,23755,qullqita,s
3541,3541,10441,18682,War mi kunaqa,s
3542,3542,13457,21698,t us un aypaq,adj.
3543,3543,1107,9301,M ul apa,s
3544,3544,7478,15719,sar a,s
3545,3545,14310,22551,uqa,s
3546,3546,2293,10502,Rim asq ay,v
3547,3547,2276,10485,Yachay,s
3548,3548,15003,23244,par all aw anqa,s
3549,3549,5625,13866,phiñ achin ku.,v
3550,3550,14760,23001,akllan a:,v
3551,3551,14391,22632,llaqt akama,adv.
3552,3552,3978,12201,T uq ay niy mi,s
3553,3553,3085,11301,p anq api,s
3554,3554,4084,12307,U ll uk u,s
3555,3555,1036,9230,han ayt a.,adv.
3556,3556,14063,22304,kan,v
3557,3557,2,21412,pay puni,pron.
3558,3558,8733,16974,uyw akunapas,s
3559,3559,14545,22786,runakunaqa,s
3560,3560,13517,21758,q' aw at ari,s
3561,3561,1872,10077,qat api,s
3562,3562,8275,16516,Kus i kuy,s
3563,3563,5227,13459,paq mi,s
3564,3564,1459,9664,kich ay ;,v
3565,3565,3045,11261,mach an.,v
3566,3566,9258,17499,huk,det.
3567,3567,5312,13544,sumaq,adj.
3568,3568,11827,20068,yup inta,s
3569,3569,11570,19811,p'unchaw,s
3570,3570,3196,11412,T it ik ak aqa.,s
3571,3571,11236,19477,y am t' atataq,s
3572,3572,4831,13055,kimsa,num
3573,3573,8828,17069,hur n uta,s
3574,3574,12144,20385,ñawpaqta,adv.
3575,3575,2567,10782,K allp ay lla,adj.
3576,3576,6064,14305,huk,det.
3577,3577,5716,13957,ayq in ay k im .,v
3578,3578,5420,13656,api,adj.
3579,3579,13287,21528,p hat atapas,adj.
3580,3580,10597,18838,mach aq,adj.
3581,3581,7474,15715,runakunaqa,s
3582,3582,3782,12004,kas p im ant am.,s
3583,3583,8913,17154,kunan,s
3584,3584,7717,15958,Ll am aqa,s
3585,3585,3009,11225,mana,adv.
3586,3586,8802,17043,Pacha,s
3587,3587,6583,14824,Kay,det.
3588,3588,4066,12289,U kuch atam,s
3589,3589,8859,17100,as n ach isp apas,v
3590,3590,1876,10081,uywa,s
3591,3591,14980,23221,unquy niyuq,adj.
3592,3592,6651,14892,chay ray kut aq,conj.
3593,3593,681,8875,chay ru,s
3594,3594,395,8587,as n u,s
3595,3595,11989,20230,Mar u j acha,s
3596,3596,13326,21567,manam,adv.
3597,3597,14862,23103,kich an.,v
3598,3598,15242,23483,mikhuq,s
3599,3599,6740,14981,kaq ;,v
3600,3600,11362,19603,ur ayman,s
3601,3601,9031,17272,Run apas,s
3602,3602,1701,9906,uyw akunaqa,s
3603,3603,2102,10309,Pampa,s
3604,3604,2064,10271,mi kun i ku.,v
3605,3605,14821,23062,unquy wan,s
3606,3606,4043,12266,yach aqkun aqa,s
3607,3607,4736,12960,w is chur q usqan i.,v
3608,3608,8705,16946,war mi kunall am,s
3609,3609,6854,15095,Chu ku ll it aqa,s
3610,3610,13893,22134,Chunka,adj.
3611,3611,2793,11009,yaku ta,s
3612,3612,10550,18791,wasikun ataqa,s
3613,3613,14103,22344,chay achin .,v
3614,3614,9630,17871,kur kuta,s
3615,3615,3488,11708,Sallqa,s
3616,3616,13164,21405,q' ay tuta,s
3617,3617,6229,14470,ru mich akun ayuq,s
3618,3618,8726,16967,uyw akunapas,s
3619,3619,7209,15450,pachapiqa,s
3620,3620,15046,23287,sar atataq,s
3621,3621,12176,20417,Huk,det.
3622,3622,11387,19628,"wasich as aq ku,",v
3623,3623,10907,19148,pukll ay,v
3624,3624,9760,18001,ancha,adv.
3625,3625,2525,10740,pas ita,s
3626,3626,13486,21727,H aw ast aqa,s
3627,3627,14027,22268,unq us un man.,adj.
3628,3628,8267,16508,th iq tin ku.,v
3629,3629,6680,10167,Payqa,pron.
3630,3630,5881,14122,Anti,s
3631,3631,4445,12668,Waq at iqa,adj.
3632,3632,9973,18214,anchata,adv.
3633,3633,7788,16029,"pich qa,",s
3634,3634,10312,18553,anq aswan,s
3635,3635,5835,14076,papa,s
3636,3636,14681,22922,k'ir inchik qa,s
3637,3637,3856,12078,Was iy pa,s
3638,3638,15382,23623,Qh ill i,adj.
3639,3639,5271,13503,llaqtapiqa,s
3640,3640,1413,9617,kas ukun am.,v
3641,3641,15494,23735,q hu tu,adj.
3642,3642,11573,19814,m u k' uspa,v
3643,3643,7757,15998,rim ayku ku q,adj.
3644,3644,7756,15997,Mana,adv.
3645,3645,3946,12169,wañusqa,adj.
3646,3646,15266,23507,allin mi,adj.
3647,3647,13705,21946,p'unchaw kun apiqa,s
3648,3648,2822,11038,yan usqa,s
3649,3649,6209,14450,Kay,det.
3650,3650,9847,18088,mis k'ita,adv.
3651,3651,4757,12981,as n uy qa,s
3652,3652,5148,13378,"P an ach á y,",s
3653,3653,13216,21457,Chay taqa,adv.
3654,3654,2772,10987,pus pun .,v
3655,3655,5372,13608,t us unku.,v
3656,3656,14796,23037,manataq,adv.
3657,3657,11577,19818,p una,s
3658,3658,6677,14918,H ak ' aq ll uqa,s
3659,3659,12096,20337,Ñ aq h all am,adv.
3660,3660,10566,18807,aych ataqa,s
3661,3661,10425,18666,ch all w akunata,s
3662,3662,14522,22763,k' asp in kun atapas,s
3663,3663,11974,20215,T om á s man,s
3664,3664,2995,11211,kasqan chik manta,s
3665,3665,4994,13220,ach ik y ayninta,s
3666,3666,4096,12319,kan.,v
3667,3667,4590,12813,warm akuna,s
3668,3668,13998,22239,run ataqa,s
3669,3669,11883,20124,kan man ?,v
3670,3670,435,8627,rik ch aq,s
3671,3671,998,9192,H am k ata,s
3672,3672,8446,16687,saq ar ar a,s
3673,3673,12317,20558,yuy ay sap a.,adj.
3674,3674,11633,19874,ich hu ta,s
3675,3675,11725,19966,sut iy uq .,s
3676,3676,9823,18064,yawar nin chik,s
3677,3677,11129,19370,ach ka,det.
3678,3678,14317,22558,chay,adj.
3679,3679,10048,18289,nispa,v
3680,3680,708,8902,misa,s
3681,3681,6691,14932,chik chin q ac h,v
3682,3682,5944,14185,Sar a,s
3683,3683,3630,11850,chak i,adj.
3684,3684,12596,20837,S uw aqa,s
3685,3685,7328,15569,ur ayta,s
3686,3686,10364,18605,huk,det.
3687,3687,13657,21898,p inch anta,s
3688,3688,1746,9951,wasi,s
3689,3689,2783,10999,Ch ak aj pampa,s
3690,3690,10897,19138,p' ach asqa,v
3691,3691,8884,17125,patapi,s
3692,3692,9986,18227,llamk'aq,adj.
3693,3693,5563,13803,as n u,s
3694,3694,9147,17388,p'unchawpi,s
3695,3695,4046,12269,U ch p aqa,s
3696,3696,1046,9240,kan ch ar im un.,v
3697,3697,14008,22249,rikch' ach iq,adj.
3698,3698,2890,11106,"s ach ant apas,",s
3699,3699,7987,16228,haw ast apas,s
3700,3700,26,26899,kay hinata,pron.
3701,3701,11562,19803,m u ch' ay kuspa,v
3702,3702,11350,19591,kan.,v
3703,3703,1615,9820,puq uch is un.,v
3704,3704,14259,22500,allpapi,s
3705,3705,4820,13044,Y ant aqa,s
3706,3706,15386,23627,hayk'appas,adj.
3707,3707,13624,21865,sim iyuq,s
3708,3708,5782,14023,Ap uman,s
3709,3709,2052,10259,ham pich im us aq.,v
3710,3710,9037,17278,Hatun,adj.
3711,3711,8288,16529,kan.,v
3712,3712,15217,23458,ll amant int aq si,s
3713,3713,6988,15229,kimsa,det.
3714,3714,272,8462,kach us up tiy ki qa,v
3715,3715,2431,10643,P aña,adj.
3716,3716,1497,9702,chin kaykun .,v
3717,3717,8800,17041,Apu,s
3718,3718,1370,9573,all int am,adj.
3719,3719,14739,22980,q añ iw a,s
3720,3720,5863,14104,sar a,s
3721,3721,4336,12559,ach k am,adj.
3722,3722,12795,21036,Chay,adj.
3723,3723,13574,21815,P ich it an k añ at aq si,s
3724,3724,829,9023,chak iy ki m,s
3725,3725,6733,14974,chin ach atam,s
3726,3726,13634,21875,m u h un ta,s
3727,3727,3061,11277,Llaqta,s
3728,3728,8326,16567,way it ataqa,s
3729,3729,13048,21289,yur akuna,s
3730,3730,11052,19293,rin a.,v
3731,3731,6719,14960,mana,adv.
3732,3732,14479,22720,Papa,s
3733,3733,13003,21244,un quch in.,v
3734,3734,5742,13983,llaqtata,s
3735,3735,2960,11176,pur isqan ta,s
3736,3736,4968,13194,ñaw raq,adj.
3737,3737,8226,16467,tiy ay kus qa.,v
3738,3738,4689,12912,nan ay pas,s
3739,3739,12262,20503,puñ us papas,v
